product_details,product_name,specifications
" Product Details  As low as $4.49 per coin over spot 2019 marks the 38th annual release of the Mexican Silver Libertad.  Silver Libertads are Mexico's treasured coins and this 2019 edition continues the beloved series that began in 1982.  Coin Highlights:   Contains 1 oz of .999 fine Silver. Individual coins come in protective packaging. Multiples of 25 are packaged in plastic tubes. Multiples of 450 are packaged in original rolls inside sealed bank bags. Eligible for Precious Metals IRAs . Obverse: Features a sculptural relief design of the National Shield, encompassed by the legend ""Estados Unidos Mexicanos"" (United Mexican States), surrounded by different national coats of arms used throughout Mexico's history. Reverse: Depicts two key symbols of the Mexican people: the Winged Victory statue in the forefront and the Mexican volcanoes Popocatépetl and Iztaccíhuatl in the background. Guaranteed by Banco de México. Protect your Silver Libertad with this clear plastic capsule  or display it in style by adding an attractive presentation box or jewelry bezel to your order. This magnificent 1 oz Silver coin is a popular choice not only because of its attractive design, but also its mintage at Casa de Moneda de México, the oldest mint in North America. Add this 2019 1 oz Silver Mexican Libertad coin to your cart today! 1 oz Silver Libertads 1982 was the year the Libertad was first struck in .999 fine 1 ounce Silver, with a Brilliant Uncirculated finish. The coin had a change in design after the 1996 release, then and again after the 1999 release, when the design changed to the current design of the 1 oz Silver Libertad. The original design from 1982 to 1996 was modeled after the famous Centenario Gold coin. 1 oz Silver Libertads have mintages that vary each year, and some years have mintages that are much lower than other bullion coins, adding to the 1 oz Silver Libertad series collectibility.   ",2019 Mexico 1 oz Silver Libertad BU,"Product ID: 181896,  Year: 2019,  Grade: Brilliant Unc,  Grade Service: None,  Denomination: 1 Onza,  Mint Mark: Mo - Mexico City,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: 3 mm,  Diameter: 40 mm,  Inner Pack: 25,  Outer Pack: 450,  "
" Product Details  As low as $0.89 per oz over spot You can now get the famed Morgan Silver Dollar design on a full ounce of .999 fine Silver. This is a replica of George T. Morgan's beloved design, minted on American coinage from 1878 to 1904 and again in 1921. Designs may vary by mint.  Round Highlights:   Contains 1 oz of .999 fine Silver. Round comes in protective packaging. Multiples of 20 are packaged in tubes. This round has multiple manufacturers so designs may vary slightly. The design of these rounds is based on the original coin issued by the U.S. Mint. These rounds carry no actual face value. Obverse: Lady Liberty wearing a Phrygian cap with the motto ""Liberty"" inscribed in the headband. Reverse: Eagle with wings outstretched, also including the weight and purity. Protect your round in style by adding an attractive presentation box recommended for this round. The iconic Morgan Dollar design is nationally recognized, thereby increasing the value of owning these rounds. Add this beautiful 1 oz Silver round to your cart today.  ",1 oz Silver Round - Morgan Dollar Design,"Product ID: 55644,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1 oz,  Mint Mark: Varies,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: 3.2 mm,  Diameter: 39.3 mm,  Inner Pack: 20,  Outer Pack: 500,  "
" Product Details  Any quantity only $0.01 per oz over spot An excellent way to inexpensively buy Silver, each $1 in face value (20 coins) contains coins with a composition of 35% Silver, 56% copper and 9% manganese.  Product Highlights:   Each $1.00 face value of nickels contains approximately 1.125 oz of Silver. Will come sealed in a tightly wrapped paper roll. Amounts of $50.00 or higher will come sealed in a canvas bag. These 35% Silver composition nickels were made from 1942 through 1945 as an emergency measure to alleviate the wartime shortage of nickel. The mintmark “P” for the Philadelphia mint was used for the first time in American coinage history. Protect your Silver in storage from the adverse effects of moisture in the air by adding these silica gel packets to your order. These average circulated Silver war nickels are a great way to invest! Add several $1 Face-Value Silver War Nickel rolls to your cart today! Pre-1965 35% Silver coins, sometimes referred to as junk Silver or scrap Silver, are a great way to start your Silver investments. These Silver coins were pulled from circulation with the introduction of copper/nickel clad coins and the rising demand of Silver. The public saved them for their 35% Silver content as a rainy day fund they can fall back on.   Related Searches  What Nickels are Silver?    These 35% roll of Nickels are ideal for the avid coin collector.   ",35% Silver War Nickels $1 Face Value Avg Circ,"Product ID: 13023,  Year: Random,  Grade: Other,  Grade Service: None,  Denomination: 5 Cents,  Mint Mark: Varies,  Metal Content: 1.125 troy oz,  Purity: .350,  Thickness: 1.95 mm,  Diameter: 21.2 mm,  "
" Product Details  As low as $22.49 per coin Enhance your Silver investments with these affordable cartwheels of yesteryear!  Product Highlights:   Each coin contains .7734 oz of Pure Silver. Coins come in protective packaging. Multiples of 20 come in plastic tubes. Multiples of 100 come in 100-count bags. Multiples of 500 come in 500-count bags. Obverse: Left facing profile of Liberty. Anna Willess Williams, a teacher and philosophical writer, modeled for this design by George T. Morgan of Lady Liberty. Reverse: Features a bald eagle clutching an olive branch in one talon and a bundle of arrows in the other. Surrounding the eagle is ""United States of America,"" ""One Dollar,"" and ""In God We Trust."" Protect and display your Morgan Dollar Collection in style by adding an attractive album or holder to your order. These Silver coins are average circulated and will show signs of wear. Add these Very Good to Very Fine Morgan Silver Dollars to your cart today! The Morgan Dollar holds a special place in U.S. coinage as it was the first coin to feature Lady Liberty with an American look, rather than the traditional Greek style. Her cap is adorned with wheat and cotton as a tribute to America's agricultural history. The image of the eagle was also updated for the Morgan Dollar, showing a proportionally correct eagle with beautifully designed feathers. He carries an olive branch, showing America's desire for peace, and is perched atop a bundle of arrows, signifying America's readiness to defend her borders against attack. The Morgan Dollar flooded the markets from 1878-1904. Nearly two decades after production halted, the Morgan Dollar was seen again for one year only, in 1921, due to a renewed desire for this iconic, beautiful design.   Related Searches  What is 90% Silver?     Collect Morgan Silver Dollars that celebrate the art of George T. Morgan.  Though Morgan Silver Dollars were among the first coins George T. Morgan designed as assistant engraver at the Philadelphia U.S. Mint, he had already established himself as an artist and engraver in England where he received instruction at the Birmingham Art School and South Kensington Art School and worked for The British Royal Mint. When U.S. Mint director H.R. Linderman first met Morgan, he told him he wanted Lady Liberty’s portrait to make a return to American coinage. This meeting led to Morgan’s Silver Dollar design. Before designing these Silver coins for sale , Morgan enrolled in the Academy of Art in Philadelphia to immerse himself in American art and to inspire his reinterpretation of the traditional Greek-looking Lady Liberty into a wholly American-looking version.    Morgan Silver Dollars found today escaped melting two different times in history.  Morgan Silver Dollars were minted in abundance from 1878 until 1904, and again in 1921, resulting in approximately 657 million Silver Dollars. Though so many Morgan Dollars were minted, two major pieces of legislation affected how many are left in existence: The Pittman Act of 1918 and the Silver Act of 1942. The Pittman Act authorized the melting of up to 350 million Silver Dollars to loan to Great Britain, and in 1942 more than 53 million Silver Dollars were melted for wartime use. Buying Silver coins from the Morgan Dollar series can be challenging at times, especially when you are searching for specific years or Silver coins from specific mints.    The Morgan Silver Dollar was the first U.S. coin to depict Lady Liberty with an American look, rather than the traditional Greek style.      ",1878-1904 Morgan Silver Dollar VG-VF (Random Year),"Product ID: 161,  Year: Random,  Grade: Other,  Grade Service: None,  Denomination: $1.00,  Mint Mark: Varies,  Metal Content: 0.7734 troy oz,  Purity: .900,  Thickness: 3.1 mm,  Diameter: 38.1 mm,  "
" Product Details  As low as $0.89 per oz over spot The 1 oz Silver Buffalo Bar pays tribute to America’s native tribes and the majestic, once endangered buffalo. James Earle Fraser’s design for the 1913 Buffalo Nickel has inspired both images featured on this bar. Mintmark and designs may vary.  Bar Highlights:   Contains 1 oz of .999 fine Silver. Individual bars come in protective packaging. Multiples of 20 come in plastic sheets and boxes contain multiples of 500. The design of these bars is based on the original coin issued by the U.S. Mint. Obverse: Depicts a Native American with the motto ”LIBERTY” across the top with weight and purity listed below. Reverse: The frosted finish of ""Black Diamond,"" an American bison (buffalo) atop a mound of dirt. Fraser sketched this design in the New York Central Park Zoo. Guaranteed by Silvertowne. James Earle Fraser's Indian Head nickel design is regarded among the best designs of any U.S. coin. Add this sought after Silver Buffalo Bar to your cart today!   ",1 oz Silver Bar - Buffalo,"Product ID: 97883,  Year: Undated,  Grade: None,  Grade Service: None,  Denomination: 1 oz,  Mint Mark: N/A,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: 3.1 mm,  Diameter: 50.30 x 30.30 mm,  Inner Pack: 20,  Outer Pack: 500,  "
" Product Details This beautiful .999 fine Silver bar mimics the form of a dollar bill, giving the bar an interesting and unique design.  Bar Highlights:   Contains 1 oz of .999 fine silver. Comes in protective packaging. Obverse: An American bison standing atop a mound, with the 1 oz weight and .999 fine Silver purity of the bar stamped on either side of the bison. Reverse: Design may vary. Protect your Silver bar while handling it by adding cotton gloves to your order. 1 oz Silver bars are one of the easiest and most popular ways to acquire Silver. Add this 1 oz Bison Silver bar to your cart today!  ",1 oz Silver Bar - 1901 $10 Bison,"Product ID: 42933,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1 oz,  Mint Mark: N/A,  Metal Content: 1 troy oz,  Purity: .999,  Diameter: N/A mm,  Outer Pack: 500,  "
" Product Details  As low as $1.99 per coin over spot These Silver Eagle coins are available at a lower premium and may be damaged, cleaned, spotted, etc, but are only available while they last! Each coin contains a full ounce of .999 fine U.S. Silver!  Coin Highlights:   Contains 1 oz of .999 fine Silver. Multiples of 20 are packaged in mint tubes. Multiples of 500 are packaged in “Monster Boxes.” All other coins will be in protective packaging. Obverse: Adolph A. Weinman’s design showing Lady Liberty draped in an American flag, walking gracefully as the sun rises over a ridge. Reverse: A heraldic eagle is shown below 13 small stars, representing the original colonies. Guaranteed by the U.S. Mint. Easily store your Silver Eagles by adding a mint tube to your order. As a U.S. Mint authorized purchaser, APMEX is able to provide this popular and practical investment coin at an attractive price. Add the Silver Eagle to your cart today.   Related Searches  What is a Cull Coin?     ","1 oz Silver American Eagle (Cull, Damaged, etc.)","Product ID: 6912,  Year: Random,  Grade: Cull,  Grade Service: None,  Denomination: $1.00,  Mint Mark: Random,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: 2.98 mm,  Diameter: 40.6 mm,  Inner Pack: 20,  Outer Pack: 500,  "
" Product Details  As low as $0.79 per coin over spot These were the last years that the Canadian Silver dollar was made for circulation. Design varies by year but each is unique in its own right, adding beauty to the Silver content of the coins.  Coin Highlights:   Contains .600 oz of Silver. Quantities of 20 or more come in tubes. Single coins come in protective packaging. Obverse: A young portrait of Queen Elizabeth II. Reverse: Design varies. Coins come in mostly Almost Uncirculated to Brilliant Uncirculated conditions. These classic Silver dollars are an easy way of adding Silver to your collection. Add these Silver dollars to your cart today!  ",1958-1967 Canada Silver Dollar AU/BU (.800 Fine),"Product ID: 8564,  Year: Random,  Grade: AU/Unc,  Grade Service: None,  Denomination: $1.00,  Mint Mark: Not Shown,  Metal Content: 0.6 troy oz,  Purity: .800,  Thickness: 2.95 mm,  Diameter: 36 mm,  Outer Pack: 500,  "
" Product Details  As low as $0.99 per oz over spot Sunshine Minting has taken the beloved Silver Buffalo and created a product that combines this classic design with Sunshine's unique security feature, MintMark SI™, which helps authenticate the origin and .999 purity of your Silver round.  Round Highlights:   Contains 1 oz of .999 fine Silver. Multiples of 20 rounds are packaged in sealed tubes. Multiples of 500 are packaged in boxes. Single rounds come in protective packaging. The design of these rounds is based on the original coin issued by the U.S. Mint. These rounds carry no actual face value. Eligible for Precious Metals IRAs . Obverse: A rendition of James Earle Fraser’s acclaimed “Buffalo Nickel” design of an American Indian in profile. Reverse: Features an American buffalo, which is a visual representation of the bison named Black Diamond, along with the mintmark SI™ feature, weight and purity. Guaranteed by Sunshine Minting. Authenticate your new Sunshine Minting Silver rounds with the Sunshine Mint Decoder Lens ! When viewed through Sunshine Minting's special decoder lens at the same angle shown in the image above (with card held flush to your Silver round), the central design shows the word ""Valid,"" but when you turn the decoder lens ninety degrees, a sunburst appears. These two different views further verify your 1 oz Silver round. You can rest assured knowing you are getting the highest quality products possible produced by Sunshine Minting with the MintMark SI™ feature. Add 1 oz Sunshine Buffalo Silver Rounds to your cart today!   Related Searches  Buffalo Nickel     Silver rounds, like Silver Buffalo rounds, are created to be good investment bullion.  1 oz Silver rounds like Silver Buffalo rounds , are considered investment-grade bullion rounds that offer some of the best prices for Silver. These Silver rounds are sold at a low premium over spot price because you are not paying for any collector value. Buy Silver like these rounds when you want to boost your short-term investments and long-term investments for retirement. Keep track of Silver prices to ensure you receive the best price, and then buy in larger quantities to gain discounts for larger orders.    Store 1 oz Silver rounds at Citadel for peace of mind knowing your investment is safe.  Once you have 1 oz Silver rounds and other Silver bullion , it is time to consider storage options. Many store Silver rounds at home, but you may also want to consider safe storage at an outside facility. Many buy Silver and other Precious Metals and store the Silver bullion at the Citadel Global Depository Services maximum security facility, which is a wholly-owned subsidiary of APMEX. No matter the Silver prices, storage at Citadel is a low-price way to maintain peace of mind, knowing this facility is managed by Brink’s, one of the world’s leading security companies.    James Earle Fraser’s famous artwork on the 1913 Buffalo Nickel inspired the designs on the Silver Buffalo round.      ",1 oz Silver Round - Buffalo (MintMark SI),"Product ID: 85235,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1 oz,  Mint Mark: N/A,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: 2.8 mm,  Diameter: 39 mm,  Inner Pack: 20,  Outer Pack: 500,  "
" Product Details  As low as $4.99 per coin over spot The Silver Eagle is the most popular bullion coin in the world. This stunning Silver bullion coin is valued for its 1 oz metal content, beautiful patriotic design and government guarantee.  Coin Highlights:   Contains 1 oz of .999 fine Silver. Multiples of 20 are packaged in mint tubes. Multiples of 500 are packaged in “Monster Boxes.” All other coins will be in protective packaging. Eligible for Precious Metals IRAs . Obverse: Adolph A. Weinman’s design showing Lady Liberty draped in an American flag, walking gracefully as the sun rises over a ridge. Reverse: A heraldic eagle is shown below 13 small stars, representing the original colonies. Sovereign coin backed by the U.S. government. Protect your 2017 American Silver Eagle with this clear plastic capsule  or display it in style by adding an attractive presentation box or jewelry bezel to your order. One of the most popular designs in American coinage, the Silver Eagle combines beauty with Silver bullion appeal. Add the 2017 1 oz Silver Eagle to your cart today! The U.S. Mint does not sell its bullion coins directly to the public. Instead, they distribute their coins to only a handful of authorized purchasers who then sell the coins to the public. As one of these authorized purchasers, APMEX is able to get coins direct from the U.S. Mint and pass them along to you.   Related Searches  2018 Silver Eagles American Silver Eagle Prices Silver Eagle Coins     Store your 2017 U.S. Silver Eagles at Citadel, where you can track holdings.  To protect your 2017 Silver Eagle coins or any other Precious Metals, use Citadel Global Depository Services, a wholly owned subsidiary of APMEX. Those 1 oz Silver Eagle coins take up a lot of space, but Citadel will keep them separate from other holdings while also protecting the bullion against theft, damage or loss. Silver coin prices can vary quickly, and Citadel offers tracking and management tools online as well as free delivery on demand when you are ready to sell. When you purchase U.S. Silver Eagles or any other valuable coins available at APMEX, Citadel will ship your holdings to its vaults at no cost.    Silver American Eagle coins are one of the most popular Silver coin programs by the United States Mint.      ",2017 1 oz Silver American Eagle BU,"Product ID: 102275,  Year: 2017,  Grade: Brilliant Unc,  Grade Service: None,  Denomination: $1.00,  Mint Mark: Not Shown - West Point,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: 2.98 mm,  Diameter: 40.6 mm,  Inner Pack: 20,  Outer Pack: 500,  "
" Product Details  As low as $4.79 per coin over spot This is the second coin depicting a leopard in the African Wildlife series. This North America APMEXclusive® has a mintage of 30,000 worldwide.  Leopards are solitary animals and do not live in families but they have a strong maternal bond. Newborn leopards are extremely vulnerable and rely entirely on mom for nourishment and protection. Coin Highlights:   Mintage of 30,000 coins worldwide. Contains 1 oz of .9999 fine Silver. All coins will be in capsules. Multiples of 20 are shrink wrapped. Obverse: Displays the Somalian Coat of Arms and the date along with the face value of 100 shillings. Reverse: Features a leopard mother with her cub. The cub is on its hind legs pawing at his mother. The leopard mother is lying on the ground with a setting sun in the background. Minted at the Bavarian State Mint in Germany. Protect and display your coin in style by adding an attractive presentation box to add to your order. This is the second year for an additional coin to be added to this very popular African Wildlife series. Add this 2019 1 oz Silver Somalian Leopard coin to your cart today! Even though the young become independent at about 22 months, the mother may continue to share kills with her offspring until they become totally self-sufficient.  ",2019 Somalia 1 oz Silver African Wildlife Leopard BU,"Product ID: 191055,  Year: 2019,  Grade: Brilliant Unc,  Grade Service: Other,  Denomination: Shilling - 100,  Mint Mark: Not Shown,  Metal Content: 1 troy oz,  Purity: .9999,  Thickness: 3 mm,  Diameter: 38.6 mm,  Inner Pack: 20,  Outer Pack: 100,  "
" Product Details The innovative MintMark SI™ security feature adds further authenticity to these .999 fine Silver rounds from the respected and widely recognized Sunshine Mint. MintMark SI™ helps verify the round's origins and purity.  Round Highlights:   Contains 1 oz of .999 fine Silver. Orders in multiples of 20 rounds are packaged in sealed tubes, multiples of 500 are packaged in boxes. All other rounds will be in protective packaging. Eligible for Precious Metals IRAs . Obverse: Bears the Sunshine Minting eagle with the sun and rays in the background. Reverse: Weight and purity listed along with the security feature, MintMark SI™. Guaranteed by Sunshine Minting. Authenticate your new Sunshine Minting Silver rounds with the Sunshine Mint Decoder Lens ! When viewed through Sunshine Minting's special decoder lens at one angle, the central design shows the word ""Valid,"" but when you turn the decoder lens ninety degrees, a sunburst appears. These two different views further verify your 1 oz Silver round. Silver rounds are one of the easiest and most popular ways to acquire .999 fine Silver. Add 1 oz Sunshine Silver rounds to your cart today.    Silver, including 1 oz Silver rounds, has been regarded as valuable throughout the course of history.  When investing in 1 oz Silver rounds , you are investing in a Precious Metals considered valuable since ancient times. Before Silver bullion was produced, Silver was mined as early as 3000 B.C. in modern day Turkey to produce items ranging from jewelry to eating utensils. Silver has long been recognized as a sign of wealth, and this view led to the phrase, “born with a Silver spoon in your mouth.” Add these Silver rounds to your investment portfolio, and even if you were not born with a “Silver spoon in your mouth,” you may feel like it because Silver bullion has recognized intrinsic value no matter where you are in the world.    The Silver used for 1 oz Silver rounds is also in demand for industrial uses.  Uses for Silver expand well beyond its use to produce 1 oz Silver rounds and other Silver bullion. Today, the same Silver used for Sunshine Minting Silver rounds is also used for industrial products like electrical contacts, photovoltaic cells and nanosilver inks. The applications for Silver are countless as Silver embodies so many useful qualities such as a resisting corrosion and oxidation, conducting electricity, being naturally antimicrobial and being malleable. As the demand for Silver increases for industrial uses, many believe these Silver rounds will increase in value and make even better investments.    Sunshine Minting's MintMark SI™ security features provides assurance of the .999 fine Silver content of this 1 oz Silver round.      ",1 oz Silver Round - Sunshine Mint (MintMark SI),"Product ID: 72283,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1 oz,  Mint Mark: Security Feature,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: 2.8 mm,  Diameter: 39 mm,  Inner Pack: 20,  Outer Pack: 500,  "
" Product Details  As low as $0.59 per round over spot These 1/2 oz APMEX Silver rounds have a deep mirror, prooflike finish and are guaranteed .999 fine. The classic American eagle design adds an iconic beauty on top of the bullion content.  Round Highlights:   Contains 1/2 oz of .999 fine Silver. Single rounds come in protective packaging. Obverse: Beautiful American eagle design common amongst APMEX products featuring 13 small stars to represent the original colonies. Reverse: APMEX logo and web address, weight and purity. Guaranteed by APMEX. Fractional Silver rounds provide more price options when looking to purchase high quality Silver. Add this 1/2 oz APMEX Silver round to your cart today!  ",1/2 oz Silver Round - APMEX,"Product ID: 35596,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1/2 oz,  Mint Mark: N/A,  Metal Content: 0.5 troy oz,  Purity: .999,  Thickness: 2.2 mm,  Diameter: 32.0 mm,  Inner Pack: 25,  Outer Pack: 500,  "
" Product Details  As low as $0.99 per bar over spot Secondary market Silver bars are an excellent way to add to your Silver holdings. All bars are hallmark stamped with their exact Silver purity, so you can be sure of what you are purchasing.  Bar Highlights:   Contains 1 gram (.0321 oz) of .999 fine Silver Obverse: Varies by manufacturer. Reverse: Varies by manufacturer. Protect your gram Silver bars by adding plastic flips to your order. These bars are an easy way to add quality Silver to your holdings. Add these small Silver bars to your cart today! The Silver bars you receive are various brand names that could be perfect, scruffy, or somewhere in between. May or may not include an assay card.   Related Searches  What are Secondary Market Metals?     ",1 gram Silver Bar - Secondary Market,"Product ID: 59779,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1 gram,  Mint Mark: N/A,  Metal Content: 0.0322 troy oz,  Purity: .999,  Thickness: Varies mm,  Diameter: Varies mm,  Outer Pack: 600,  "
" Product Details  As low as $1.29 per oz over spot These IRA-approved 1 oz Silver rounds feature an APMEXclusive® interlocking mechanism that makes them easy to stack and securely store. They are a great way to purchase .999 fine Silver for investments you truly can, and want to hold!  Round Highlights:   Contains 1 oz of .999 fine Silver. Comes in protective packaging. Multiples of 20 come in plastic tubes and boxes contain multiples of 500. Eligible for Precious Metals IRAs . Obverse: Showcases the APMEX Stackables™ logo, simulating three stacked rounds, raised in the center. The background features a repeating diagonal pattern that, thanks to the exceptional finish, appears almost holographic. Reverse: Lists the metal content and purity along with the APMEX Stackables™ logo and name in a high-quality Proof finish. Innovative raised rim allows the rounds to perfectly stack on top of each other. Guaranteed by APMEX. Whether you buy 2 rounds or 200 rounds, APMEX Stackables™ are truly best enjoyed in multiples. Add several of these 1 oz Silver rounds to your cart today to get the full APMEX Stackables™ experience! Each of these Silver rounds features a raised, textured rim to allow for easy stacking and storing. The APMEXclusive® interlocking ridges were specifically designed to allow you to create a stack of as many 1 oz Silver Rounds as you like. You can indeed see, feel and appreciate the innovative production and stacking design. When most people think of buying Silver products, they think of products that fall into one of two categories: investment pieces to store away or beautiful pieces to show off. These 1 oz Silver rounds from APMEX are indeed beautiful, with a high-quality Proof finish that provides exquisite mirrored details, but they can also be tangibly enjoyed, making them unique among Precious Metal products.    ",1 oz Silver Round - APMEX Stackables™,"Product ID: 153287,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1 oz,  Mint Mark: SMI,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: N/A mm,  Diameter: 39  mm,  Inner Pack: 20,  Outer Pack: 500,  "
" Product Details  As low as $0.79 per oz over spot Purchasing Generic Silver (per ounce) is one of the best options for low premium Silver. Simply order the number of ounces you would like and you will receive your metal quantity in bars and/or rounds weighing less than 1 oz up to greater than 100 oz.  Product Highlights:   All bars and/or rounds guaranteed .999 fine Silver. Orders may contain all rounds, all bars or a mixture of both. Order in 1 oz increments. Amounts equal to or greater than 100 oz may contain larger bars (100 oz +) based upon availability. Increase your Silver holdings with just one purchase at a lower premium than individual Silver listings. Add several ounces of .999 fine Generic Silver Bullion per ounce to your cart today! Items may be beautiful, ugly, commemorative, engraved, tarnished, off-brand or even a hidden treasure, but all are guaranteed .999 fine Silver! Pieces may or may not display weight. Products and sizes you receive will be of our choosing, determined by stock on hand.    Save even more on Silver bars and rounds when you set up an APMEX Market Alert.  Maximize your budget for Silver rounds and bars by creating an APMEX Market Alert for the Silver spot price. When the Silver spot price reaches your target price, APMEX will send you an email or text to notify you. To track Silver prices in this manner and gain access to other useful tools like our interactive Precious Metals portfolio tool and personalized product alerts, simply create a free account with APMEX. Buying Silver bullion at a price that works with your budget is easier when you take advantage of the free market alerts.    Why does the price of Silver change throughout the day?  When buying Silver rounds and bars, you will notice the spot price changing throughout the day. The Silver spot price fluctuates throughout the day and night because Silver is traded 24 hours per day, seven days per week, all around the globe. The Silver price per ounce is influenced by Silver bullion price markets from Chicago to Zurich to Hong Kong. However, in the U.S., the current Silver price per ounce is generally based on numbers from the COMEX (Commodities Exchange) in New York City. To buy Silver bars and rounds when the Silver spot price dips, set up a free APMEX Market Alert to send you an email or text, and then you won’t have to wait at your computer to catch the fluctuations.    Generic Silver is an excellent way of acquiring larger quantities of .999 fine Silver at an affordable premium.      ",Generic Silver (per ounce),"Product ID: 156,  Year: N/A,  Grade: None,  Grade Service: None,  Denomination: 1 oz,  Mint Mark: N/A,  Metal Content: 1 troy oz,  Purity: .999,  Thickness: Varies mm,  Diameter: Varies mm,  "
" Product Details  As low as $20.99 per coin Peace Silver Dollars, one of the most recognized designs in American coinage, were originally issued to commemorate peace in the world after the end of WWI and are highly collectible.  Product Highlights:   Each coin contains .7734 oz of Silver. Designed by Anthony de Francisci. Individual coins come in protective plastic bags. Multiples of 20 come in plastic tubes. Multiples of 100 come in 100-count bags. Multiples of 500 come in 500-count bags. Obverse: Left facing profile of Liberty with a radiate crown similar to Roman coins. Reverse: A majestic Bald eagle perched on a rock clutching an olive branch in its talons. Add a protective holder to your order. These coins exhibit no signs of wear and retain all of their original mint luster. Add several of these Brilliant Uncirculated Peace Dollars to your cart today! Dates on these random year coins will be of our choosing and may or may not vary, determined by stock on hand. The Peace Dollar is highly sought after by collectors, as it experienced one of the briefest minting periods of any U.S. currency and also was the last Silver Dollar to be minted. This popular design was minted from 1921 to 1928, then again in 1934 and 1935, due to changes in legislation. Anthony di Francisci's Peace Dollar was the result of a contest looking for a new dollar design. His unique rendition of Lady Liberty was based on the actual Statue of Liberty, resulting in a patriotic and familiar look. The eagle on the reverse clutches an olive branch in its talons, symbolizing peace and commemorating the peace seen after WWI.   Related Searches   What is Brilliant Uncirculated?  What is 90% Silver?     ",1922-1935 Peace Silver Dollar BU (Random Year),"Product ID: 170,  Year: Random,  Grade: Brilliant Unc,  Grade Service: None,  Denomination: $1.00,  Mint Mark: Varies,  Metal Content: 0.7734 troy oz,  Purity: .900,  Thickness: 3.1 mm,  Diameter: 38.1 mm,  "
" Product Details  As low as $2.69 per coin over spot The 2019 Silver Incuse Maple Leaf Coins feature an incuse version of the famous Maple Leaf design, giving a unique appearance. With a limited mintage of only 250,000 coins, these coins add collectible appeal to the always-popular Silver Maple.  The reverse of the 2019 Silver Incuse Maple features the iconic Maple Leaf design sunken into the coin. This release follows the inaugural 2018 release, and has a mintage of only 250,000 coins. Coin Highlights:   Contains 1 oz of .9999 fine Silver. Multiples of 25 are packaged in mint tubes. All other coins will be in protective packaging. Limited mintage of only 250,000 coins. Eligible for Precious Metals IRAs . Obverse: Displays the right-facing profile of Queen Elizabeth II, along with the year and face value. Reverse: Features a large, single maple leaf with the weight and purity. Radial line background was precisely machined by the Royal Canadian Mint to create a unique light diffracting pattern, providing another measure of security. Sovereign coin backed by the Canadian government.  Protect your 2019 Silver Incuse Maple Leaf  with this clear plastic capsule  or display it in style by adding an attractive presentation box or jewelry bezel to your order. These 2019 Silver Maples are the perfect blend of collectible beauty and investment appeal. Add this 2019 1 oz Silver Maple Leaf coin to your cart today! The Maple Leaf has been a national symbol of Canada since the 18th century. The 2019 1 oz Silver Maple Leaf features a form of security though the Royal Canadian Mint’s Bullion DNA program. The Bullion DNA program offers the highest security on the market for any bullion coin. Each bullion coin features a textured maple leaf security privy mark, micro-engraved with laser technology and is visible only under magnification. Etched within the maple leaf security mark are the two digits indicating the coin’s production year. Each micro-engraving is encoded, scanned and recorded at the mint for future authentication giving each coin their unique Bullion DNA. Bullion DNA authenticates coins by scanning them with a Mint’s proprietary Bullion DNA reader verifying that the micro-engraved security mark is a match to the Royal Canadian Mint’s secure database. This process provides each Silver Maple Leaf coin with the highest security for any coin in the market place. The Royal Canadian Mint’s unique Bullion DNA program authenticates Silver Maple Leaf coins dated 2015 and later. APMEX is a recognized Bullion DNA dealer for trusted RCM products.   ",2019 Canada 1 oz Silver Incuse Maple Leaf BU,"Product ID: 188646,  Year: 2019,  Grade: Gem Brilliant Unc,  Grade Service: None,  Denomination: $5.00,  Mint Mark: Not Shown - RCM,  Metal Content: 1 troy oz,  Purity: .9999,  Thickness: 3.29 mm,  Diameter: 38 mm,  Inner Pack: 25,  Outer Pack: 500,  "
